PRECINCT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,Winner,Winner Votes
7192930149,992,622,39,5,1,4,6,G20PREDBID,324828
7192930147,687,367,10,3,2,4,2,G20PREDBID,324828
7192930146,963,439,24,4,1,6,3,G20PREDBID,324828
7192930156,811,687,30,4,2,4,8,G20PREDBID,324828
7202430197,793,266,12,6,0,6,2,G20PREDBID,324828
2162530038,763,471,18,0,3,0,7,G20PREDBID,324828
7162430092,856,285,16,1,0,2,2,G20PREDBID,324828
7202430182,387,466,14,2,2,1,1,G20PREDBID,324828
7202530203,277,207,14,1,3,3,2,G20PREDBID,324828
6245601073,544,557,15,2,1,2,2,G20PREDBID,324828
7213201257,844,210,17,2,0,1,5,G20PREDBID,324828
7213201003,646,222,11,3,0,4,4,G20PREDBID,324828
